pid,survived,honor,sex,clare,age,fare,origin,cabin,alone,port,sisp,pach
643,0,lass,female,2,13,40,other,0,False,S,3,2
644,1,mr,male,2,40,41,other,0,True,S,0,0
645,1,lass,female,2,13,20,other,0,False,C,2,1
658,0,mrs,female,2,40,20,eng,0,False,Q,1,1
678,1,miss,female,2,21,20,eng,0,True,S,0,0
679,0,mrs,female,2,50,41,eng,0,False,S,1,6
683,0,mr,male,2,21,20,other,0,True,S,0,0
684,0,mr,male,2,21,41,eng,0,False,S,5,2
687,0,mr,male,2,21,40,other,0,False,S,4,1
688,0,mr,male,2,21,20,other,0,True,S,0,0
692,1,lass,female,2,13,20,other,0,False,C,0,1
693,1,mr,male,2,40,41,other,0,True,S,0,0
703,0,miss,female,2,21,20,other,0,False,C,0,1
710,1,master,male,2,21,20,other,0,False,C,1,1
714,0,mr,male,2,32,20,other,0,True,S,0,0
719,0,mr,male,2,40,20,eng,0,True,Q,0,0
732,0,mr,male,2,13,20,other,0,True,C,0,0
736,0,mr,male,2,32,20,eng,0,True,S,0,0
737,0,mrs,female,2,50,40,eng,0,False,S,1,3
744,0,mr,male,2,26,20,eng,0,False,S,1,0
747,0,mr,male,2,21,40,other,0,False,S,1,1
752,1,master,male,2,13,20,other,1,False,S,0,1
753,0,mr,male,2,40,20,other,0,True,S,0,0
761,0,mr,male,2,40,20,eng,0,True,S,0,0
769,0,mr,male,2,32,40,eng,0,False,Q,1,0
771,0,mr,male,2,26,20,eng,0,True,S,0,0
778,1,lass,female,2,13,20,eng,0,True,S,0,0
784,0,mr,male,2,40,40,eng,0,False,S,1,2
788,0,master,male,2,13,40,eng,0,False,Q,4,1
789,1,master,male,2,13,40,eng,0,False,S,1,2
793,0,miss,female,2,26,41,eng,0,False,S,8,2
800,0,mrs,female,2,32,40,other,0,False,S,1,1
812,0,mr,male,2,40,40,eng,0,True,S,0,0
814,0,lass,female,2,13,40,other,0,False,S,4,2
820,0,master,male,2,13,40,other,0,False,S,3,2
824,1,mrs,female,2,32,20,other,1,False,S,0,1
825,0,master,male,2,13,40,other,0,False,S,4,1
827,0,mr,male,2,40,41,eng,0,True,S,0,0
831,1,mrs,female,2,21,20,other,0,False,C,1,0
839,1,mr,male,2,40,41,other,0,True,S,0,0
847,0,mr,male,2,40,41,eng,0,False,S,8,2
851,0,master,male,2,13,40,other,0,False,S,4,2
853,0,lass,female,2,13,20,other,0,False,C,1,1
856,1,mrs,female,2,21,20,eng,0,False,S,0,1
859,1,mrs,female,2,26,20,other,0,False,C,0,3
861,0,mr,male,2,50,20,other,0,False,S,2,0
864,0,miss,female,2,26,41,eng,0,False,S,8,2
869,0,mr,male,2,40,20,other,0,True,S,0,0
870,1,master,male,2,13,20,eng,0,False,S,1,1
874,0,mr,male,2,50,20,eng,0,True,S,0,0
877,0,mr,male,2,21,20,eng,0,True,S,0,0
883,0,miss,female,2,26,20,other,0,True,S,0,0
886,0,mrs,female,2,40,40,eng,0,False,Q,0,5
889,0,miss,female,2,21,40,other,0,False,S,1,2
16,1,mrs,female,3,51,20,eng,0,True,S,0,0
18,1,mr,male,3,40,20,eng,0,True,S,0,0
22,1,mr,male,3,40,20,eng,1,True,S,0,0
34,0,mr,male,3,51,20,eng,0,True,S,0,0
57,1,miss,female,3,26,20,eng,0,True,S,0,0
67,1,mrs,female,3,32,20,eng,1,True,S,0,0
71,0,mr,male,3,40,20,eng,0,True,S,0,0
85,1,miss,female,3,21,20,other,0,True,S,0,0
124,1,miss,female,3,40,20,eng,1,True,S,0,0
135,0,mr,male,3,26,20,eng,0,True,S,0,0
136,0,mr,male,3,26,20,other,0,True,C,0,0
145,0,mr,male,3,21,20,other,0,True,S,0,0
150,0,mr,male,3,50,20,eng,0,True,S,0,0
151,0,mr,male,3,51,20,eng,0,True,S,0,0
162,1,mrs,female,3,50,20,eng,0,True,S,0,0
179,0,mr,male,3,32,20,eng,0,True,S,0,0
182,0,mr,male,3,40,20,eng,0,True,C,0,0
191,1,mrs,female,3,40,20,other,0,True,S,0,0
192,0,mr,male,3,21,20,eng,0,True,S,0,0
200,0,miss,female,3,26,20,other,0,True,S,0,0
214,0,mr,male,3,32,20,other,0,True,S,0,0
220,0,mr,male,3,32,20,eng,0,True,S,0,0
222,0,mr,male,3,32,20,eng,0,True,S,0,0
227,1,mr,male,3,21,20,eng,0,True,S,0,0
229,0,mr,male,3,21,20,other,0,True,S,0,0
233,0,mr,male,3,51,20,other,0,True,S,0,0
235,0,mr,male,3,26,20,eng,0,True,S,0,0
239,0,mr,male,3,21,20,eng,0,True,S,0,0
240,0,mr,male,3,40,20,eng,0,True,S,0,0
243,0,mr,male,3,32,20,eng,0,True,S,0,0
248,1,mrs,female,3,26,20,eng,0,False,S,0,2
266,0,mr,male,3,40,20,eng,0,True,S,0,0
273,1,mrs,female,3,50,20,eng,0,False,S,0,1
289,1,mr,male,3,50,20,other,0,True,S,0,0
293,0,mr,male,3,40,20,eng,1,True,C,0,0
304,1,miss,female,3,40,20,eng,1,True,Q,0,0
318,0,mr,male,3,51,20,eng,0,True,S,0,0
323,1,miss,female,3,32,20,eng,0,True,Q,0,0
328,1,mrs,female,3,40,20,eng,1,True,S,0,0
343,0,mr,male,3,32,20,other,0,True,S,0,0
344,0,mr,male,3,26,20,eng,0,True,S,0,0
345,0,mr,male,3,40,20,eng,0,True,S,0,0
346,1,miss,female,3,26,20,eng,1,True,S,0,0
347,1,miss,female,3,50,20,other,0,True,S,0,0
358,0,miss,female,3,40,20,eng,0,True,S,0,0
388,1,miss,female,3,40,20,eng,0,True,S,0,0
390,1,miss,female,3,21,20,other,0,True,C,0,0
399,0,mr,male,3,26,20,eng,0,True,S,0,0
400,1,mrs,female,3,32,20,eng,0,True,S,0,0
408,1,master,male,3,13,20,eng,0,False,S,1,1
418,1,miss,female,3,21,20,other,0,False,S,0,2
419,0,mr,male,3,32,20,eng,0,True,S,0,0
438,1,mrs,female,3,26,20,eng,0,False,S,2,3
440,0,mr,male,3,32,20,other,0,True,S,0,0
444,1,miss,female,3,32,20,other,0,True,S,0,0
447,1,miss,female,3,21,20,other,0,False,S,0,1
459,1,miss,female,3,51,20,eng,0,True,S,0,0
464,0,mr,male,3,50,20,eng,0,True,S,0,0
474,1,mrs,female,3,26,20,other,1,True,C,0,0
517,1,mrs,female,3,40,20,eng,1,True,S,0,0
527,1,miss,female,3,51,20,eng,0,True,S,0,0
530,0,mr,male,3,26,20,eng,0,False,S,2,1
548,1,mr,male,3,40,20,eng,0,True,C,0,0
563,0,mr,male,3,32,20,eng,0,True,S,0,0
571,1,mr,male,3,51,20,eng,0,True,S,0,0
577,1,miss,female,3,40,20,eng,0,True,S,0,0
587,0,mr,male,3,50,20,eng,0,True,S,0,0
620,0,mr,male,3,32,20,eng,0,True,S,0,0
627,0,mr,male,3,51,20,eng,0,True,Q,0,0
636,1,miss,female,3,32,20,eng,0,True,S,0,0
659,0,mr,male,3,26,20,eng,0,True,S,0,0
667,0,mr,male,3,26,20,eng,0,True,S,0,0
673,0,mr,male,3,51,20,eng,0,True,S,0,0
674,1,mr,male,3,32,20,eng,0,True,S,0,0
696,0,mr,male,3,51,20,eng,0,True,S,0,0
707,1,mrs,female,3,50,20,eng,0,True,S,0,0
715,0,mr,male,3,51,20,eng,0,True,S,0,0
718,1,miss,female,3,32,20,eng,1,True,S,0,0
723,0,mr,male,3,40,20,eng,0,True,S,0,0
724,0,mr,male,3,51,20,eng,0,True,S,0,0
734,0,mr,male,3,26,20,eng,0,True,S,0,0
735,0,mr,male,3,26,20,eng,0,True,S,0,0
748,1,miss,female,3,32,20,eng,0,True,S,0,0
756,1,master,male,3,13,20,other,0,False,S,1,1
758,0,mr,male,3,21,20,eng,0,True,S,0,0
773,0,mrs,female,3,51,20,eng,1,True,S,0,0
796,0,mr,male,3,40,20,eng,0,True,S,0,0
801,0,mr,male,3,40,20,eng,0,True,S,0,0
809,0,mr,male,3,40,20,other,0,True,S,0,0
813,0,mr,male,3,40,20,eng,0,True,S,0,0
832,1,master,male,3,13,20,eng,0,False,S,1,1
842,0,mr,male,3,21,20,eng,0,True,S,0,0
862,0,mr,male,3,26,20,eng,0,False,S,1,0
865,0,mr,male,3,26,20,eng,0,True,S,0,0
866,1,mrs,female,3,50,20,other,0,True,S,0,0
867,1,miss,female,3,32,20,other,0,False,C,1,0
884,0,mr,male,3,32,20,eng,0,True,S,0,0
887,0,mr,male,3,32,20,other,0,True,S,0,0
2,1,mrs,female,4,40,41,eng,1,False,C,1,0
4,1,mrs,female,4,40,41,other,1,False,S,1,0
7,0,mr,male,4,51,41,eng,1,True,S,0,0
10,1,mrs,female,4,21,40,eng,0,False,C,1,0
12,1,miss,female,4,51,40,eng,1,True,S,0,0
21,0,mr,male,4,40,40,eng,0,True,S,0,0
24,1,mr,male,4,32,40,eng,1,True,S,0,0
28,0,mr,male,4,21,41,eng,1,False,S,3,2
31,0,mr,male,4,50,40,other,0,True,C,0,0
32,1,mrs,female,4,40,41,eng,1,False,C,1,0
35,0,mr,male,4,32,41,eng,0,False,C,1,0
36,0,mr,male,4,50,41,eng,0,False,S,1,0
42,0,mrs,female,4,32,40,eng,0,False,S,1,0
44,1,lass,female,4,13,41,other,0,False,C,1,2
53,1,mrs,female,4,50,41,eng,1,False,C,1,0
54,1,mrs,female,4,32,40,eng,0,False,S,1,0
55,0,mr,male,4,51,41,other,1,False,C,0,1
56,1,mr,male,4,50,40,eng,1,True,S,0,0
59,1,lass,female,4,13,40,eng,0,False,S,1,2
62,1,miss,female,4,40,41,other,1,True,S,0,0
63,0,mr,male,4,50,41,eng,1,False,S,1,0
65,0,mr,male,4,50,40,eng,0,True,C,0,0
73,0,mr,male,4,26,41,eng,0,True,S,0,0
79,1,master,male,4,13,40,eng,0,False,S,0,2
84,0,mr,male,4,32,41,other,0,True,S,0,0
89,1,miss,female,4,26,41,eng,1,False,S,3,2
93,0,mr,male,4,50,41,eng,1,False,S,1,0
97,0,mr,male,4,51,40,eng,1,True,C,0,0
98,1,mr,male,4,26,41,eng,1,False,C,0,1
99,1,mrs,female,4,40,40,eng,0,False,S,0,1
100,0,mr,male,4,40,40,other,0,False,S,1,0
103,0,mr,male,4,26,41,eng,1,False,S,0,1
111,0,mr,male,4,50,41,eng,1,True,S,0,0
118,0,mr,male,4,32,40,eng,0,False,S,1,0
119,0,mr,male,4,26,41,eng,1,False,C,0,1
121,0,mr,male,4,26,41,eng,0,False,S,2,0
123,0,mr,male,4,40,40,eng,0,False,C,1,0
125,0,mr,male,4,51,41,other,1,False,S,0,1
134,1,mrs,female,4,32,40,other,0,False,S,1,0
137,1,miss,female,4,21,40,eng,1,False,S,0,2
138,0,mr,male,4,40,41,other,1,False,S,1,0
140,0,mr,male,4,26,41,eng,1,True,C,0,0
146,0,mr,male,4,21,40,eng,0,False,S,1,1
149,0,mr,male,4,40,40,other,1,False,S,0,2
152,1,mrs,female,4,26,41,eng,1,False,S,1,0
156,0,mr,male,4,51,41,eng,0,False,C,0,1
167,1,mrs,female,4,50,41,eng,1,False,S,0,1
169,0,mr,male,4,50,40,eng,0,True,S,0,0
171,0,mr,male,4,51,40,other,1,True,S,0,0
175,0,mr,male,4,51,40,eng,1,True,C,0,0
178,0,miss,female,4,51,40,eng,1,True,C,0,0
184,1,master,male,4,13,40,eng,1,False,S,2,1
186,0,mr,male,4,50,41,eng,1,True,S,0,0
188,1,mr,male,4,50,40,eng,0,True,S,0,0
194,1,master,male,4,13,40,other,1,False,S,1,1
195,1,mrs,female,4,50,40,eng,1,True,C,0,0
196,1,miss,female,4,51,41,other,1,True,C,0,0
210,1,mr,male,4,50,40,eng,1,True,C,0,0
212,1,miss,female,4,40,40,other,0,True,S,0,0
216,1,miss,female,4,32,41,other,1,False,C,1,0
218,0,mr,male,4,50,40,eng,0,False,S,1,0
219,1,miss,female,4,40,41,other,1,True,C,0,0
225,1,mr,male,4,40,41,eng,1,False,S,1,0
231,1,mrs,female,4,40,41,eng,1,False,S,1,0
237,0,mr,male,4,50,40,eng,0,False,S,1,0
238,1,lass,female,4,13,40,eng,0,False,S,0,2
246,0,mr,male,4,50,41,eng,1,False,Q,2,0
249,1,mr,male,4,40,41,eng,1,False,S,1,1
250,0,mr,male,4,51,40,eng,0,False,S,1,0
253,0,mr,male,4,51,40,eng,1,True,S,0,0
257,1,mrs,female,4,51,41,eng,0,True,C,0,0
258,1,miss,female,4,32,41,eng,1,True,S,0,0
259,1,miss,female,4,40,41,eng,0,True,C,0,0
260,1,mrs,female,4,51,40,eng,0,False,S,0,1
263,0,mr,male,4,51,41,other,1,False,S,1,1
269,1,mrs,female,4,51,41,eng,1,False,S,0,1
270,1,miss,female,4,40,41,eng,1,True,S,0,0
271,0,mr,male,4,50,40,eng,0,True,S,0,0
274,0,mr,male,4,40,40,eng,1,False,C,0,1
276,1,miss,female,4,51,41,other,1,False,S,1,0
285,0,mr,male,4,50,40,eng,1,True,S,0,0
291,1,miss,female,4,32,41,eng,0,True,S,0,0
292,1,mrs,female,4,21,41,eng,1,False,C,1,0
296,0,mr,male,4,50,40,other,0,True,C,0,0
298,0,lass,female,4,13,41,eng,1,False,S,1,2
299,1,mr,male,4,50,40,other,1,True,S,0,0
300,1,mrs,female,4,51,41,eng,1,False,C,0,1
306,1,master,male,4,13,41,eng,1,False,S,1,2
307,1,miss,female,4,40,41,eng,0,True,C,0,0
308,1,mrs,female,4,21,41,eng,1,False,C,1,0
309,0,mr,male,4,32,40,eng,0,False,C,1,0
310,1,miss,female,4,32,41,eng,1,True,C,0,0
311,1,miss,female,4,26,41,eng,1,True,C,0,0
312,1,miss,female,4,21,41,eng,1,False,C,2,2
313,0,mrs,female,4,32,40,eng,0,False,S,1,1
315,0,mr,male,4,50,40,eng,0,False,S,1,1
317,1,mrs,female,4,26,40,other,0,False,S,1,0
319,1,miss,female,4,32,41,eng,1,False,S,0,2
320,1,mrs,female,4,50,41,other,1,False,C,1,1
324,1,mrs,female,4,26,40,eng,0,False,S,1,1
326,1,miss,female,4,40,41,other,1,True,C,0,0
330,1,miss,female,4,21,41,other,1,False,C,0,1
332,0,mr,male,4,50,40,eng,1,True,S,0,0
333,0,mr,male,4,40,41,eng,1,False,S,0,1
335,1,mrs,female,4,50,41,eng,0,False,S,1,0
337,0,mr,male,4,32,41,eng,1,False,S,1,0
338,1,miss,female,4,50,41,eng,1,True,C,0,0
340,0,mr,male,4,50,40,eng,1,True,S,0,0
341,1,master,male,4,13,40,other,1,False,S,1,1
342,1,miss,female,4,26,41,eng,1,False,S,3,2
352,0,mr,male,4,50,40,eng,1,True,S,0,0
357,1,miss,female,4,26,41,eng,1,False,S,0,1
362,0,mr,male,4,32,40,other,0,False,C,1,0
367,1,mrs,female,4,51,41,eng,1,False,C,1,0
370,1,mrs,female,4,26,41,other,1,True,C,0,0
371,1,mr,male,4,26,41,eng,1,False,C,1,0
374,0,mr,male,4,26,41,other,0,True,C,0,0
376,1,mrs,female,4,50,41,eng,0,False,C,1,0
378,0,mr,male,4,32,41,eng,1,False,C,0,2
381,1,miss,female,4,50,41,other,0,True,C,0,0
384,1,mrs,female,4,40,41,eng,0,False,S,1,0
386,0,mr,male,4,21,41,eng,0,True,S,0,0
391,1,mr,male,4,40,41,eng,1,False,S,1,2
394,1,miss,female,4,26,41,eng,1,False,C,1,0
398,0,mr,male,4,50,40,eng,0,True,S,0,0
406,0,mr,male,4,40,40,other,0,False,S,1,0
413,1,miss,female,4,40,41,eng,1,False,Q,1,0
417,1,mrs,female,4,40,40,eng,0,False,S,1,1
427,1,mrs,female,4,32,40,eng,0,False,S,1,0
428,1,miss,female,4,21,40,eng,0,True,S,0,0
431,1,mr,male,4,32,40,other,1,True,S,0,0
433,1,mrs,female,4,50,40,eng,0,False,S,1,0
435,0,mr,male,4,51,41,eng,1,False,S,1,0
436,1,miss,female,4,21,41,other,1,False,S,1,2
439,0,mr,male,4,51,41,eng,1,False,S,1,4
441,1,mrs,female,4,50,40,eng,0,False,S,1,1
446,1,master,male,4,13,41,eng,1,False,S,0,2
448,1,mr,male,4,40,40,other,0,True,S,0,0
450,1,mr,male,4,51,40,eng,1,True,S,0,0
451,0,mr,male,4,40,40,eng,0,False,S,1,2
453,0,mr,male,4,32,40,eng,1,True,C,0,0
454,1,mr,male,4,50,41,eng,1,False,C,1,0
457,0,mr,male,4,51,40,eng,1,True,S,0,0
458,1,mrs,female,4,40,41,eng,1,False,S,1,0
461,1,mr,male,4,50,40,eng,1,True,S,0,0
463,0,mr,male,4,50,40,eng,1,True,S,0,0
468,0,mr,male,4,51,40,eng,0,True,S,0,0
473,1,mrs,female,4,40,40,eng,0,False,S,1,2
476,0,mr,male,4,50,41,eng,1,True,S,0,0
477,0,mr,male,4,40,40,eng,0,False,S,1,0
485,1,mr,male,4,26,41,eng,1,False,C,1,0
487,1,mrs,female,4,40,41,eng,1,False,S,1,0
488,0,mr,male,4,51,40,eng,1,True,C,0,0
493,0,mr,male,4,51,40,eng,1,True,S,0,0
494,0,mr,male,4,51,41,other,0,True,C,0,0
497,1,miss,female,4,51,41,eng,1,False,C,1,0
499,0,mrs,female,4,26,41,eng,1,False,S,1,2
505,1,miss,female,4,21,41,eng,1,True,S,0,0
506,0,mr,male,4,21,41,eng,1,False,C,1,0
507,1,mrs,female,4,40,40,eng,0,False,S,0,2
508,1,mr,male,4,50,40,eng,0,True,S,0,0
513,1,mr,male,4,40,40,eng,1,True,S,0,0
514,1,mrs,female,4,51,41,eng,0,False,C,1,0
516,0,mr,male,4,50,40,eng,1,True,S,0,0
519,1,mrs,female,4,40,40,eng,0,False,S,1,0
521,1,miss,female,4,32,41,other,1,True,S,0,0
524,1,mrs,female,4,50,41,other,1,False,C,0,1
528,0,mr,male,4,50,41,eng,1,True,S,0,0
531,1,lass,female,4,13,40,other,0,False,S,1,1
536,1,lass,female,4,13,40,other,0,False,S,0,2
537,0,mr,male,4,50,40,eng,1,True,S,0,0
538,1,miss,female,4,32,41,other,0,True,C,0,0
540,1,miss,female,4,26,41,other,1,False,C,0,2
541,1,miss,female,4,40,41,eng,1,False,S,0,2
544,1,mr,male,4,40,40,eng,0,False,S,1,0
545,0,mr,male,4,51,41,eng,1,False,C,1,0
546,0,mr,male,4,51,40,eng,0,True,S,0,0
547,1,mrs,female,4,21,40,eng,0,False,S,1,0
550,1,master,male,4,13,40,eng,0,False,S,1,1
551,1,mr,male,4,21,41,eng,1,False,C,0,2
552,0,mr,male,4,32,40,other,0,True,S,0,0
556,0,mr,male,4,51,40,eng,0,True,S,0,0
557,1,mrs,female,4,50,40,other,1,False,C,1,0
558,0,mr,male,4,50,41,eng,0,True,C,0,0
559,1,mrs,female,4,40,41,other,1,False,S,1,1
572,1,mrs,female,4,51,41,eng,1,False,S,2,0
573,1,mr,male,4,40,40,eng,1,True,S,0,0
578,1,mrs,female,4,40,41,eng,1,False,S,1,0
581,1,miss,female,4,26,40,other,0,False,S,1,1
582,1,mrs,female,4,40,41,eng,1,False,C,1,1
583,0,mr,male,4,51,40,eng,0,True,S,0,0
584,0,mr,male,4,40,41,eng,1,True,C,0,0
586,1,miss,female,4,21,41,eng,1,False,S,0,2
588,1,mr,male,4,51,41,other,1,False,C,1,1
592,1,mrs,female,4,51,41,eng,1,False,C,1,0
595,0,mr,male,4,40,40,eng,0,False,S,1,0
597,1,miss,female,4,40,40,eng,0,True,S,0,0
600,1,mr,male,4,50,41,other,1,False,C,1,0
601,1,mrs,female,4,26,40,eng,0,False,S,2,1
603,0,mr,male,4,50,41,eng,0,True,S,0,0
605,1,mr,male,4,40,40,eng,0,True,C,0,0
608,1,mr,male,4,32,40,eng,0,True,S,0,0
609,1,mrs,female,4,26,41,eng,0,False,C,1,2
610,1,miss,female,4,50,41,eng,1,True,S,0,0
616,1,miss,female,4,26,41,eng,0,False,S,1,2
619,1,lass,female,4,13,40,other,1,False,S,2,1
622,1,mr,male,4,50,41,eng,1,False,S,1,0
626,0,mr,male,4,51,40,eng,1,True,S,0,0
628,1,miss,female,4,26,41,other,1,True,S,0,0
631,1,mr,male,4,51,40,eng,1,True,S,0,0
633,1,mr,male,4,40,40,other,1,True,C,0,0
638,0,mr,male,4,32,40,eng,0,False,S,1,1
642,1,miss,female,4,26,41,eng,1,True,C,0,0
646,1,mr,male,4,50,41,eng,1,False,C,1,0
648,1,mr,male,4,51,40,other,1,True,C,0,0
652,1,miss,female,4,21,40,eng,0,False,S,0,1
656,0,mr,male,4,26,41,eng,0,False,S,2,0
660,0,mr,male,4,51,41,eng,1,False,C,0,2
661,1,mr,male,4,51,41,eng,0,False,S,2,0
663,0,mr,male,4,50,40,eng,1,True,S,0,0
666,0,mr,male,4,40,41,eng,0,False,S,2,0
670,1,mrs,female,4,40,41,eng,1,False,S,1,0
671,1,mrs,female,4,50,40,eng,0,False,S,1,1
672,0,mr,male,4,32,41,eng,1,False,S,1,0
680,1,mr,male,4,40,41,eng,1,False,C,0,1
682,1,mr,male,4,32,41,other,1,True,C,0,0
685,0,mr,male,4,51,40,eng,0,False,S,1,1
686,0,mr,male,4,26,41,eng,0,False,C,1,2
690,1,miss,female,4,21,41,other,1,False,S,0,1
691,1,mr,male,4,32,41,eng,1,False,S,1,0
695,0,mr,male,4,51,40,eng,0,True,S,0,0
699,0,mr,male,4,50,41,eng,1,False,C,1,1
701,1,mrs,female,4,21,41,eng,1,False,C,1,0
702,1,mr,male,4,40,40,eng,1,True,S,0,0
706,0,mr,male,4,40,40,eng,0,True,S,0,0
708,1,mr,male,4,50,40,eng,1,True,S,0,0
709,1,miss,female,4,26,41,eng,0,True,S,0,0
711,1,miss,female,4,26,41,other,1,True,C,0,0
712,0,mr,male,4,50,40,eng,1,True,S,0,0
713,1,mr,male,4,50,41,eng,1,False,S,1,0
717,1,miss,female,4,40,41,other,1,True,C,0,0
721,1,lass,female,4,13,40,eng,0,False,S,0,1
725,1,mr,male,4,32,41,eng,1,False,S,1,0
727,1,mrs,female,4,32,40,eng,0,False,S,3,0
729,0,mr,male,4,26,40,other,0,False,S,1,0
731,1,miss,female,4,32,41,other,1,True,S,0,0
738,1,mr,male,4,40,41,other,1,True,C,0,0
741,1,mr,male,4,50,40,eng,1,True,S,0,0
742,0,mr,male,4,40,41,eng,1,False,S,1,0
743,1,miss,female,4,26,41,eng,1,False,C,2,2
746,0,mr,male,4,51,41,eng,1,False,S,1,1
749,0,mr,male,4,21,41,eng,1,False,S,1,0
751,1,lass,female,4,13,40,eng,0,False,S,1,1
755,1,mrs,female,4,50,41,eng,0,False,S,1,2
760,1,mrs,female,4,40,41,other,1,True,S,0,0
764,1,mrs,female,4,40,41,eng,1,False,S,1,2
766,1,mrs,female,4,51,41,eng,1,False,S,1,0
767,0,mr,male,4,50,40,eng,0,True,C,0,0
775,1,mrs,female,4,51,40,eng,0,False,S,1,3
780,1,mrs,female,4,50,41,eng,1,False,S,0,1
782,1,mrs,female,4,21,41,eng,1,False,S,1,0
783,0,mr,male,4,32,40,eng,1,True,S,0,0
790,0,mr,male,4,50,41,eng,1,True,C,0,0
792,0,mr,male,4,21,40,eng,0,True,S,0,0
794,0,mr,male,4,50,40,eng,0,True,C,0,0
797,1,mr,female,4,50,40,eng,1,True,S,0,0
802,1,mrs,female,4,32,40,eng,0,False,S,1,1
803,1,master,male,4,13,41,eng,1,False,S,1,2
810,1,mrs,female,4,40,41,eng,1,False,S,1,0
818,0,mr,male,4,32,40,eng,0,False,C,1,1
821,1,mrs,female,4,51,41,eng,1,False,S,1,1
828,1,master,male,4,13,40,eng,0,False,C,0,2
830,1,mrs,female,4,51,41,eng,1,True,S,0,0
836,1,miss,female,4,40,41,other,1,False,C,1,1
840,1,mr,male,4,50,40,other,1,True,C,0,0
843,1,miss,female,4,32,40,other,0,True,C,0,0
849,0,mr,male,4,32,40,eng,0,False,S,0,1
850,1,mrs,female,4,40,41,eng,1,False,C,1,0
854,1,miss,female,4,21,40,eng,1,False,S,0,1
855,0,mrs,female,4,50,40,eng,0,False,S,1,0
857,1,mrs,female,4,50,41,eng,0,False,S,1,1
858,1,mr,male,4,51,40,eng,1,True,S,0,0
863,1,mrs,female,4,50,40,eng,1,True,S,0,0
868,0,mr,male,4,32,41,eng,1,True,S,0,0
872,1,mrs,female,4,50,41,eng,1,False,S,1,1
875,1,mrs,female,4,32,40,eng,0,False,C,1,0
880,1,mrs,female,4,51,41,eng,1,False,C,0,1
881,1,mrs,female,4,26,40,eng,0,False,S,0,1
888,1,miss,female,4,21,40,eng,1,True,S,0,0
890,1,mr,male,4,32,40,other,1,True,C,0,0
